run_id,model,seed,agent_id,rule_id,month,event_type,observed_condition,condition_schema_match,observed_strategy,expected_strategy,strategy_match,confidence_observed,confidence_expected,confidence_match,confidence_direction,cumulative_source_reference_count,new_source_reference_count,new_source_episode_ids,new_source_missing_count,new_source_future_count,new_source_condition_mismatch_count,new_source_reused_reference_count,new_source_mean_wealth_change,inferred_update_success,support_status,validity_note_observed,rationale_present,coded_category_present
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,0,high_inflation_strategy,98,merge_update,inflation is high (>3%),true,maintain consumption around 3%,maintain consumption around 3%,true,0.9230769230769231,0.9230769230769231,true,increase,75,6,E93;E94;E95;E96;E97;E98,0,0,0,3,9951.567855086716,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,0,high_inflation_strategy,101,merge_update,inflation is high (>3%),true,maintain consumption around 3%,maintain consumption around 3%,true,0.9285714285714286,0.9285714285714286,true,increase,81,6,E96;E97;E98;E99;E100;E101,0,0,0,3,10501.925126278811,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,0,high_inflation_strategy,104,merge_update,inflation is high (>3%),true,maintain consumption around 3%,maintain consumption around 3%,true,0.9333333333333333,0.9333333333333333,true,increase,87,6,E99;E100;E101;E102;E103;E104,0,0,0,3,3294.409534980509,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,0,high_inflation_strategy,107,merge_update,inflation is high (>3%),true,maintain consumption around 3%,maintain consumption around 3%,true,0.9375,0.9375,true,increase,93,6,E102;E103;E104;E105;E106;E107,0,0,0,3,3548.7781994037746,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,0,high_inflation_strategy,110,merge_update,inflation is high (>3%),true,maintain consumption around 3%,maintain consumption around 3%,true,0.9411764705882353,0.9411764705882353,true,increase,99,6,E105;E106;E107;E108;E109;E110,0,0,0,3,12025.93869075684,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,0,high_inflation_strategy,113,merge_update,inflation is high (>3%),true,maintain consumption around 3%,maintain consumption around 3%,true,0.9444444444444444,0.9444444444444444,true,increase,105,6,E108;E109;E110;E111;E112;E113,0,0,0,3,10973.994706148524,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,0,high_inflation_strategy,116,merge_update,inflation is high (>3%),true,maintain consumption around 3%,maintain consumption around 3%,true,0.9473684210526315,0.9473684210526315,true,increase,111,6,E111;E112;E113;E114;E115;E116,0,0,0,3,2843.3782866847178,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,0,high_inflation_strategy,119,merge_update,inflation is high (>3%),true,maintain consumption around 3%,maintain consumption around 3%,true,0.95,0.95,true,increase,117,6,E114;E115;E116;E117;E118;E119,0,0,0,3,3008.806628679129,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,0,high_inflation_strategy,122,merge_update,inflation is high (>3%),true,maintain consumption around 3%,maintain consumption around 3%,true,0.9523809523809523,0.9523809523809523,true,increase,123,6,E117;E118;E119;E120;E121;E122,0,0,0,3,9541.902680164067,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,0,high_inflation_strategy,125,merge_update,inflation is high (>3%),true,maintain consumption around 3%,maintain consumption around 3%,true,0.9545454545454546,0.9545454545454546,true,increase,129,6,E120;E121;E122;E123;E124;E125,0,0,0,3,8174.072930379984,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,0,high_inflation_strategy,128,merge_update,inflation is high (>3%),true,maintain consumption around 3%,maintain consumption around 3%,true,0.9565217391304348,0.9565217391304348,true,increase,135,6,E123;E124;E125;E126;E127;E128,0,0,0,3,550.5908227502077,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,0,high_inflation_strategy,131,merge_update,inflation is high (>3%),true,maintain consumption around 3%,maintain consumption around 3%,true,0.9583333333333334,0.9583333333333334,true,increase,141,6,E126;E127;E128;E129;E130;E131,0,0,0,3,3318.4294970371507,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,0,high_inflation_strategy,134,merge_update,inflation is high (>3%),true,maintain consumption around 3%,maintain consumption around 3%,true,0.96,0.96,true,increase,147,6,E129;E130;E131;E132;E133;E134,0,0,0,3,16336.086234254704,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,0,high_inflation_strategy,137,merge_update,inflation is high (>3%),true,maintain consumption around 3%,maintain consumption around 3%,true,0.9615384615384616,0.9615384615384616,true,increase,153,6,E132;E133;E134;E135;E136;E137,0,0,0,3,14697.057004435628,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,0,high_inflation_strategy,140,merge_update,inflation is high (>3%),true,reduce consumption to 20%,reduce consumption to 20%,true,0.9259259259259259,0.9259259259259259,true,decrease,159,6,E135;E136;E137;E138;E139;E140,0,0,0,3,-64.64726871255941,false,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,0,high_inflation_strategy,143,merge_update,inflation is high (>3%),true,reduce consumption to 20%,reduce consumption to 20%,true,0.8928571428571429,0.8928571428571429,true,decrease,165,6,E138;E139;E140;E141;E142;E143,0,0,0,3,-14768.954161161566,false,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,0,high_inflation_strategy,146,merge_update,inflation is high (>3%),true,reduce consumption to 20%,reduce consumption to 20%,true,0.8620689655172413,0.8620689655172413,true,decrease,171,6,E141;E142;E143;E144;E145;E146,0,0,0,3,-25301.818466481967,false,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,0,high_inflation_strategy,149,merge_update,inflation is high (>3%),true,reduce consumption to 20%,reduce consumption to 20%,true,0.8333333333333334,0.8333333333333334,true,decrease,177,6,E144;E145;E146;E147;E148;E149,0,0,0,3,-18697.844798104536,false,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,0,high_inflation_strategy,152,merge_update,inflation is high (>3%),true,reduce consumption to 20%,reduce consumption to 20%,true,0.8064516129032258,0.8064516129032258,true,decrease,183,6,E147;E148;E149;E150;E151;E152,0,0,0,3,-27648.92523163276,false,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,0,high_inflation_strategy,155,merge_update,inflation is high (>3%),true,reduce consumption to 20%,reduce consumption to 20%,true,0.78125,0.78125,true,decrease,189,6,E150;E151;E152;E153;E154;E155,0,0,0,3,-21329.01650554767,false,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,0,high_inflation_strategy,158,merge_update,inflation is high (>3%),true,reduce consumption to 20%,reduce consumption to 20%,true,0.7575757575757576,0.7575757575757576,true,decrease,195,6,E153;E154;E155;E156;E157;E158,0,0,0,3,-4139.077307589531,false,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,0,high_inflation_strategy,161,merge_update,inflation is high (>3%),true,reduce consumption to 20%,reduce consumption to 20%,true,0.7352941176470589,0.7352941176470589,true,decrease,201,6,E156;E157;E158;E159;E160;E161,0,0,0,3,-11026.289257460652,false,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,0,high_inflation_strategy,164,merge_update,inflation is high (>3%),true,reduce consumption to 20%,reduce consumption to 20%,true,0.7142857142857143,0.7142857142857143,true,decrease,207,6,E159;E160;E161;E162;E163;E164,0,0,0,3,-11975.593924279698,false,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,0,high_inflation_strategy,167,merge_update,inflation is high (>3%),true,reduce consumption to 20%,reduce consumption to 20%,true,0.6944444444444444,0.6944444444444444,true,decrease,213,6,E162;E163;E164;E165;E166;E167,0,0,0,3,-6044.181997083644,false,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,0,high_inflation_strategy,170,merge_update,inflation is high (>3%),true,reduce consumption to 20%,reduce consumption to 20%,true,0.6756756756756757,0.6756756756756757,true,decrease,219,6,E165;E166;E167;E168;E169;E170,0,0,0,3,-673.7824402872199,false,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,0,high_inflation_strategy,173,merge_update,inflation is high (>3%),true,maintain consumption around 11%,maintain consumption around 11%,true,0.6842105263157895,0.6842105263157895,true,increase,225,6,E168;E169;E170;E171;E172;E173,0,0,0,3,2516.360458317113,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,0,high_inflation_strategy,176,merge_update,inflation is high (>3%),true,maintain consumption around 10%,maintain consumption around 10%,true,0.6923076923076923,0.6923076923076923,true,increase,231,6,E171;E172;E173;E174;E175;E176,0,0,0,3,1588.7556883260197,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,0,high_inflation_strategy,179,merge_update,inflation is high (>3%),true,maintain consumption around 9%,maintain consumption around 9%,true,0.7,0.7,true,increase,237,6,E174;E175;E176;E177;E178;E179,0,0,0,3,1520.7507533952569,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,0,high_inflation_strategy,182,merge_update,inflation is high (>3%),true,maintain consumption around 8%,maintain consumption around 8%,true,0.7073170731707317,0.7073170731707317,true,increase,240,3,E177;E178;E179,0,0,0,3,2209.9074832049614,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,1,high_inflation_strategy,62,create,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,0.5,0.5,true,initial,3,3,E60;E61;E62,0,0,0,0,1189.6358736847662,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,1,high_inflation_strategy,65,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,increase,9,6,E60;E61;E62;E63;E64;E65,0,0,0,3,1804.3000777487734,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,1,high_inflation_strategy,68,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,15,6,E63;E64;E65;E66;E67;E68,0,0,0,3,2518.005076367692,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,1,high_inflation_strategy,71,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,21,6,E66;E67;E68;E69;E70;E71,0,0,0,3,2043.1951927908376,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,1,high_inflation_strategy,74,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,27,6,E69;E70;E71;E72;E73;E74,0,0,0,3,2883.0927737784878,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,1,high_inflation_strategy,77,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,33,6,E72;E73;E74;E75;E76;E77,0,0,0,3,2953.4608847482086,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,1,high_inflation_strategy,80,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,39,6,E75;E76;E77;E78;E79;E80,0,0,0,3,2071.814099565687,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,1,high_inflation_strategy,83,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,45,6,E78;E79;E80;E81;E82;E83,0,0,0,3,2573.064630410736,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,1,high_inflation_strategy,86,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,51,6,E81;E82;E83;E84;E85;E86,0,0,0,3,9187.217868545957,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,1,high_inflation_strategy,89,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,57,6,E84;E85;E86;E87;E88;E89,0,0,0,3,9215.218083487018,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,1,high_inflation_strategy,92,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,63,6,E87;E88;E89;E90;E91;E92,0,0,0,3,2101.9653785084133,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,1,high_inflation_strategy,95,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,69,6,E90;E91;E92;E93;E94;E95,0,0,0,3,1580.2765561332635,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,1,high_inflation_strategy,98,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,75,6,E93;E94;E95;E96;E97;E98,0,0,0,3,11088.12865323339,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,1,high_inflation_strategy,101,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,81,6,E96;E97;E98;E99;E100;E101,0,0,0,3,10890.174056416674,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,1,high_inflation_strategy,104,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,87,6,E99;E100;E101;E102;E103;E104,0,0,0,3,2183.9774488131566,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,1,high_inflation_strategy,107,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,93,6,E102;E103;E104;E105;E106;E107,0,0,0,3,1431.0134854005544,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,1,high_inflation_strategy,110,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,99,6,E105;E106;E107;E108;E109;E110,0,0,0,3,11832.975080590462,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,1,high_inflation_strategy,113,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,105,6,E108;E109;E110;E111;E112;E113,0,0,0,3,12562.954956867936,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,1,high_inflation_strategy,116,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,111,6,E111;E112;E113;E114;E115;E116,0,0,0,3,1286.0697544724583,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,1,high_inflation_strategy,119,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,117,6,E114;E115;E116;E117;E118;E119,0,0,0,3,2674.364990081483,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,1,high_inflation_strategy,122,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,123,6,E117;E118;E119;E120;E121;E122,0,0,0,3,15292.825057828168,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,1,high_inflation_strategy,125,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,129,6,E120;E121;E122;E123;E124;E125,0,0,0,3,15290.664516496423,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,1,high_inflation_strategy,128,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,135,6,E123;E124;E125;E126;E127;E128,0,0,0,3,4004.9088032110208,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,1,high_inflation_strategy,131,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,141,6,E126;E127;E128;E129;E130;E131,0,0,0,3,4120.7863641642225,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,1,high_inflation_strategy,134,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,147,6,E129;E130;E131;E132;E133;E134,0,0,0,3,16104.220193398485,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,1,high_inflation_strategy,137,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,153,6,E132;E133;E134;E135;E136;E137,0,0,0,3,16127.701278506778,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,1,high_inflation_strategy,140,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,159,6,E135;E136;E137;E138;E139;E140,0,0,0,3,2350.5161021534973,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,1,high_inflation_strategy,143,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,165,6,E138;E139;E140;E141;E142;E143,0,0,0,3,593.1696022005441,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,1,high_inflation_strategy,146,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,171,6,E141;E142;E143;E144;E145;E146,0,0,0,3,20280.055096816697,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,1,high_inflation_strategy,149,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,177,6,E144;E145;E146;E147;E148;E149,0,0,0,3,19792.209399263782,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,1,high_inflation_strategy,152,merge_update,inflation is high (>3%),true,reduce consumption to 20%,reduce consumption to 20%,true,0.967741935483871,0.967741935483871,true,decrease,183,6,E147;E148;E149;E150;E151;E152,0,0,0,3,-172.35540231464742,false,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,1,high_inflation_strategy,155,merge_update,inflation is high (>3%),true,reduce consumption to 20%,reduce consumption to 20%,true,0.9375,0.9375,true,decrease,189,6,E150;E151;E152;E153;E154;E155,0,0,0,3,-2297.1782577662766,false,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,1,high_inflation_strategy,158,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,0.9393939393939394,0.9393939393939394,true,increase,195,6,E153;E154;E155;E156;E157;E158,0,0,0,3,15550.470818813754,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,1,high_inflation_strategy,161,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,0.9411764705882353,0.9411764705882353,true,increase,201,6,E156;E157;E158;E159;E160;E161,0,0,0,3,14891.458988107295,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,1,high_inflation_strategy,164,merge_update,inflation is high (>3%),true,reduce consumption to 20%,reduce consumption to 20%,true,0.9142857142857143,0.9142857142857143,true,decrease,207,6,E159;E160;E161;E162;E163;E164,0,0,0,3,-5589.051089713641,false,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,1,high_inflation_strategy,167,merge_update,inflation is high (>3%),true,reduce consumption to 20%,reduce consumption to 20%,true,0.8888888888888888,0.8888888888888888,true,decrease,213,6,E162;E163;E164;E165;E166;E167,0,0,0,3,-5213.8334815162425,false,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,1,high_inflation_strategy,170,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,0.8918918918918919,0.8918918918918919,true,increase,219,6,E165;E166;E167;E168;E169;E170,0,0,0,3,8423.109024674515,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,1,high_inflation_strategy,173,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,0.8947368421052632,0.8947368421052632,true,increase,225,6,E168;E169;E170;E171;E172;E173,0,0,0,3,7622.422945259216,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,1,high_inflation_strategy,176,merge_update,inflation is high (>3%),true,reduce consumption to 20%,reduce consumption to 20%,true,0.8717948717948718,0.8717948717948718,true,decrease,231,6,E171;E172;E173;E174;E175;E176,0,0,0,3,-6698.076591562461,false,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,1,high_inflation_strategy,179,merge_update,inflation is high (>3%),true,reduce consumption to 20%,reduce consumption to 20%,true,0.85,0.85,true,decrease,237,6,E174;E175;E176;E177;E178;E179,0,0,0,3,-6765.286164907273,false,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,1,high_inflation_strategy,182,merge_update,inflation is high (>3%),true,reduce consumption to 20%,reduce consumption to 20%,true,0.8292682926829268,0.8292682926829268,true,decrease,240,3,E177;E178;E179,0,0,0,3,-6809.095960259049,false,verified_supported,supported_by_episode,false,false
